Chain,Type,Token Symbol,Value
canto,Claimed Fees,NETH,0.0
canto,Claimed Fees,NOTE,0.0
canto,Claimed Fees,NUSD,0.0
canto,Claimed Fees,USDC,0.0
canto,Claimed Fees,USDT,0.0
canto,Unclaimed Fees,ETH,0.0
canto,Unclaimed Fees,NETH,6847.369906898301
canto,Unclaimed Fees,NOTE,0.0
canto,Unclaimed Fees,NUSD,101050.46116882018
canto,Unclaimed Fees,USDC,0.0
canto,Unclaimed Fees,USDT,0.0
cronos,Claimed Fees,NUSD,0.0
cronos,Claimed Fees,USDC,0.0
cronos,Swap Unclaimed Fees,USDC,1239.120557178246
cronos,Swap Unclaimed Fees,nUSD,1245.7640368937712
cronos,Unclaimed Fees,NUSD,21755.27050110669
cronos,Unclaimed Fees,USDC,0.0
dogechain,Claimed Fees,DAI,0.0
dogechain,Claimed Fees,FRAX,0.0
dogechain,Claimed Fees,USDC,0.0
dogechain,Claimed Fees,USDT,0.0
dogechain,Claimed Fees,WBTC,0.0
dogechain,Claimed Fees,WETH,0.0
dogechain,Unclaimed Fees,DAI,455.6525831687715
dogechain,Unclaimed Fees,FRAX,13.985202
dogechain,Unclaimed Fees,USDC,2317.93993021968
dogechain,Unclaimed Fees,USDT,846.100232978
dogechain,Unclaimed Fees,WBTC,99.03046692
dogechain,Unclaimed Fees,WETH,1687.961577598947
ethereum,Claimed Fees,DAI,14064.984865052902
ethereum,Claimed Fees,ETH,0.0
ethereum,Claimed Fees,FRAX,26198.88596275192
ethereum,Claimed Fees,GOHM,37579.40329832588
ethereum,Claimed Fees,HIGH,6247.159160626748
ethereum,Claimed Fees,LINK,11.312
ethereum,Claimed Fees,NUSD,923172.583453674
ethereum,Claimed Fees,SYN,122796.55501302949
ethereum,Claimed Fees,SYN-ETH Sushi LP,1924646.349788373
ethereum,Claimed Fees,UNIDX,0.0
ethereum,Claimed Fees,USDC,8776.223636508395
ethereum,Claimed Fees,USDT,5855.995336190999
ethereum,Claimed Fees,WBTC,2877.18688488
ethereum,Claimed Fees,WETH,15661.173213822023
ethereum,Swap Unclaimed Fees,DAI,0.0
ethereum,Swap Unclaimed Fees,USDC,0.0
ethereum,Unclaimed Fees,DAI,239.88936
ethereum,Unclaimed Fees,ETH,0.0
ethereum,Unclaimed Fees,FRAX,299.6829
ethereum,Unclaimed Fees,GOHM,8615.742685978512
ethereum,Unclaimed Fees,HIGH,0.0
ethereum,Unclaimed Fees,LINK,11.312
ethereum,Unclaimed Fees,NUSD,123260.34714665926
ethereum,Unclaimed Fees,SYN,11349.42770978026
ethereum,Unclaimed Fees,SYN-ETH Sushi LP,0.0
ethereum,Unclaimed Fees,UNIDX,0.0
ethereum,Unclaimed Fees,USDC,2058.604392464892
ethereum,Unclaimed Fees,USDT,543.5196556789999
ethereum,Unclaimed Fees,WBTC,368.54065402
ethereum,Unclaimed Fees,WETH,196378.79004461804
fantom,Claimed Fees,FTM,0.0
fantom,Claimed Fees,GOHM,0.0
fantom,Claimed Fees,NETH,77777.94212435649
fantom,Claimed Fees,NUSD,0.0
fantom,Claimed Fees,SYN,1488.7021536907037
fantom,Claimed Fees,UNIDX,0.0
fantom,Claimed Fees,WFTM,529.944329946641
fantom,Unclaimed Fees,FTM,0.0
fantom,Unclaimed Fees,GOHM,6440.727972384689
fantom,Unclaimed Fees,NETH,15019.18340424467
fantom,Unclaimed Fees,NUSD,202422.867212669
fantom,Unclaimed Fees,SYN,9898.268029141444
fantom,Unclaimed Fees,UNIDX,0.0
fantom,Unclaimed Fees,WFTM,59.97861758209
metis,Claimed Fees,METIS,14962.5
metis,Claimed Fees,NETH,0.0
metis,Claimed Fees,NUSD,0.0065358098853454
metis,Claimed Fees,SYN,2314.740158285113
metis,Claimed Fees,WETH,0.0
metis,Claimed Fees,m.USDC,1341520.094920979
metis,Swap Unclaimed Fees,WETH,3300.1856494313647
metis,Swap Unclaimed Fees,mUSDC,27564.878971455048
metis,Swap Unclaimed Fees,nETH,3157.448983297497
metis,Swap Unclaimed Fees,nUSD,27435.97266087028
metis,Unclaimed Fees,METIS,0.0
metis,Unclaimed Fees,NETH,20745.374632702988
metis,Unclaimed Fees,NUSD,109714.86848887794
metis,Unclaimed Fees,SYN,367.5321920674703
metis,Unclaimed Fees,WETH,0.0
metis,Unclaimed Fees,m.USDC,0.0
moonbeam,Claimed Fees,MOVR,0.0
moonbeam,Claimed Fees,WETH,0.0
moonbeam,Unclaimed Fees,MOVR,140.0676392770922
moonbeam,Unclaimed Fees,WETH,0.0
moonriver,Claimed Fees,MOVR,0.0
moonriver,Claimed Fees,USDC,0.0
moonriver,Claimed Fees,WETH,0.0
moonriver,Unclaimed Fees,MOVR,144.63729626246695
moonriver,Unclaimed Fees,USDC,0.0
moonriver,Unclaimed Fees,WETH,0.0
optimism,CCTP Unclaimed Fees,USDC,0.0
optimism,Claimed Fees,DAI,0.0
optimism,Claimed Fees,ETH,0.0
optimism,Claimed Fees,GOHM,0.0
optimism,Claimed Fees,NETH,7699.0881812749085
optimism,Claimed Fees,NUSD,0.0
optimism,Claimed Fees,OP,328500.0
optimism,Claimed Fees,SUSD,0.0
optimism,Claimed Fees,SYN,0.0
optimism,Claimed Fees,UNIDX,0.0
optimism,Claimed Fees,USDC,0.0
optimism,Claimed Fees,USDC.e,0.0
optimism,Claimed Fees,USDT,0.0
optimism,Claimed Fees,WETH,0.0
optimism,Swap Unclaimed Fees,USDC,13534.997426216984
optimism,Swap Unclaimed Fees,WETH,14135.070438820614
optimism,Swap Unclaimed Fees,nETH,13561.939277703728
optimism,Swap Unclaimed Fees,nUSD,12778.968419084464
optimism,Unclaimed Fees,DAI,0.0
optimism,Unclaimed Fees,ETH,0.0
optimism,Unclaimed Fees,GOHM,1774.9588682737085
optimism,Unclaimed Fees,NETH,119234.86442902673
optimism,Unclaimed Fees,NUSD,120037.87324031086
optimism,Unclaimed Fees,OP,0.0
optimism,Unclaimed Fees,SUSD,0.0
optimism,Unclaimed Fees,SYN,1232.0288427823614
optimism,Unclaimed Fees,UNIDX,0.0
optimism,Unclaimed Fees,USDC,0.0
optimism,Unclaimed Fees,USDC.e,0.0
optimism,Unclaimed Fees,USDT,0.0
optimism,Unclaimed Fees,WETH,0.0
polygon,CCTP Unclaimed Fees,USDC,0.0
polygon,Claimed Fees,DAI,15549.769936245924
polygon,Claimed Fees,GOHM,1844.5108119159088
polygon,Claimed Fees,MATIC,0.0
polygon,Claimed Fees,NUSD,91112.1117972897
polygon,Claimed Fees,SYN,770.2830999780539
polygon,Claimed Fees,USDC.e,32820.18602002434
polygon,Claimed Fees,USDT,19058.800319558995
polygon,Claimed Fees,WETH,0.0
polygon,Claimed Fees,WMATIC,18137.37221458376
polygon,Swap Unclaimed Fees,DAI,21764.26604549068
polygon,Swap Unclaimed Fees,USDC,55547.63563845861
polygon,Swap Unclaimed Fees,USDLP,0.0
polygon,Swap Unclaimed Fees,USDT,27485.012215559364
polygon,Swap Unclaimed Fees,nUSD,38080.80161377895
polygon,Unclaimed Fees,DAI,0.0
polygon,Unclaimed Fees,GOHM,2656.777302296721
polygon,Unclaimed Fees,MATIC,0.0
polygon,Unclaimed Fees,NUSD,87909.56434309456
polygon,Unclaimed Fees,SYN,1016.5907473004132
polygon,Unclaimed Fees,USDC.e,0.0
polygon,Unclaimed Fees,USDT,0.0
polygon,Unclaimed Fees,WETH,0.0
polygon,Unclaimed Fees,WMATIC,353.877318404
