Chain,Type,Token Symbol,Value
bsc,Claimed Fees,SYN,198.95816331444476
bsc,Claimed Fees,USDC,71255.99712264424
bsc,Claimed Fees,USDT,63907.3078532376
bsc,Swap Unclaimed Fees,BUSD,0.0
bsc,Unclaimed Fees,BSC-USD,0.0
bsc,Unclaimed Fees,BUSD,35.98329020430289
bsc,Unclaimed Fees,HIGH,2481.4810993989054
bsc,Unclaimed Fees,NUSD,95570.5652437014
bsc,Unclaimed Fees,SYN,2774.330189501723
bsc,Unclaimed Fees,USDC,0.0
bsc,Unclaimed Fees,USDT,0.0
canto,Claimed Fees,ETH,0.0
canto,Claimed Fees,NETH,0.0
canto,Claimed Fees,NOTE,0.0
canto,Claimed Fees,NUSD,0.0
canto,Claimed Fees,USDC,0.0
canto,Claimed Fees,USDT,0.0
canto,Unclaimed Fees,ETH,0.0
canto,Unclaimed Fees,NETH,8400.772642906324
canto,Unclaimed Fees,NOTE,0.0
canto,Unclaimed Fees,NUSD,0.0
canto,Unclaimed Fees,USDC,0.0
canto,Unclaimed Fees,USDT,0.0
cronos,Claimed Fees,NUSD,0.0
cronos,Claimed Fees,USDC,0.0
cronos,Swap Unclaimed Fees,USDC,1252.055323457368
cronos,Swap Unclaimed Fees,nUSD,1258.5789125760184
cronos,Unclaimed Fees,NUSD,22234.35585199392
cronos,Unclaimed Fees,USDC,0.0
dogechain,Claimed Fees,DAI,0.0
dogechain,Claimed Fees,FRAX,0.0
dogechain,Claimed Fees,USDC,0.0
dogechain,Claimed Fees,USDT,0.0
dogechain,Claimed Fees,WBTC,0.0
dogechain,Claimed Fees,WETH,0.0
dogechain,Unclaimed Fees,DAI,455.7902537150103
dogechain,Unclaimed Fees,FRAX,13.996794
dogechain,Unclaimed Fees,USDC,2319.13964
dogechain,Unclaimed Fees,USDT,845.254978
dogechain,Unclaimed Fees,WBTC,91.48214616
dogechain,Unclaimed Fees,WETH,1665.3980341235433
ethereum,Claimed Fees,DAI,14069.234449540598
ethereum,Claimed Fees,ETH,0.0
ethereum,Claimed Fees,FRAX,26220.60159375104
ethereum,Claimed Fees,GOHM,37652.73317161233
ethereum,Claimed Fees,HIGH,6153.451773217347
ethereum,Claimed Fees,LINK,10.352
ethereum,Claimed Fees,NUSD,923530.9134480918
ethereum,Claimed Fees,SYN,6160.675828240586
ethereum,Claimed Fees,SYN-ETH Sushi LP,1644809.7272363866
ethereum,Claimed Fees,UNIDX,0.0
ethereum,Claimed Fees,USDC,465037.031235
ethereum,Claimed Fees,USDT,5850.145191
ethereum,Claimed Fees,WBTC,2657.88135024
ethereum,Claimed Fees,WETH,15413.792980555309
ethereum,Unclaimed Fees,DAI,239.96184
ethereum,Unclaimed Fees,ETH,0.0
ethereum,Unclaimed Fees,FRAX,299.9313
ethereum,Unclaimed Fees,GOHM,10297.432982195012
ethereum,Unclaimed Fees,HIGH,15.76
ethereum,Unclaimed Fees,LINK,10.352
ethereum,Unclaimed Fees,NUSD,244860.97376932504
ethereum,Unclaimed Fees,SYN,9141.80801392645
ethereum,Unclaimed Fees,SYN-ETH Sushi LP,0.0
ethereum,Unclaimed Fees,UNIDX,0.0
ethereum,Unclaimed Fees,USDC,2332.316266
ethereum,Unclaimed Fees,USDT,602.976679
ethereum,Unclaimed Fees,WBTC,340.44967196
ethereum,Unclaimed Fees,WETH,42163.13301280733
fantom,Claimed Fees,FTM,0.0
fantom,Claimed Fees,GOHM,0.0
fantom,Claimed Fees,NETH,78719.82056315328
fantom,Claimed Fees,NUSD,25123.743728902864
fantom,Claimed Fees,SYN,1086.5242981517324
fantom,Claimed Fees,UNIDX,0.0
fantom,Claimed Fees,WFTM,387.5558329616163
fantom,Unclaimed Fees,FTM,0.0
fantom,Unclaimed Fees,GOHM,6478.4354877394335
fantom,Unclaimed Fees,NETH,15131.721505377534
fantom,Unclaimed Fees,NUSD,207696.96030131468
fantom,Unclaimed Fees,SYN,7250.525578366037
fantom,Unclaimed Fees,UNIDX,0.0
fantom,Unclaimed Fees,WFTM,46.355336914225
metis,Claimed Fees,METIS,13279.7
metis,Claimed Fees,NETH,0.0
metis,Claimed Fees,NUSD,0.0065383467638898
metis,Claimed Fees,SYN,1689.4053788054698
metis,Claimed Fees,WETH,0.0
metis,Claimed Fees,m.USDC,1342040.806754
metis,Swap Unclaimed Fees,WETH,3389.320797402888
metis,Swap Unclaimed Fees,mUSDC,28042.57923352301
metis,Swap Unclaimed Fees,nETH,3244.8612097543787
metis,Swap Unclaimed Fees,nUSD,27928.663389993984
metis,Unclaimed Fees,METIS,0.0
metis,Unclaimed Fees,NETH,20945.957885809254
metis,Unclaimed Fees,NUSD,112274.216168075
metis,Unclaimed Fees,SYN,270.6267716983036
metis,Unclaimed Fees,WETH,0.0
metis,Unclaimed Fees,m.USDC,0.0
moonbeam,Claimed Fees,MOVR,0.0
moonbeam,Claimed Fees,WETH,0.0
moonbeam,Unclaimed Fees,MOVR,118.375065340388
moonbeam,Unclaimed Fees,WETH,0.0
moonriver,Claimed Fees,MOVR,0.0
moonriver,Claimed Fees,USDC,0.0
moonriver,Claimed Fees,WETH,0.0
moonriver,Unclaimed Fees,MOVR,122.77566408163992
moonriver,Unclaimed Fees,USDC,0.0
moonriver,Unclaimed Fees,WETH,0.0
optimism,CCTP Unclaimed Fees,USDC,0.0
optimism,Claimed Fees,DAI,0.0
optimism,Claimed Fees,ETH,0.0
optimism,Claimed Fees,GOHM,0.0
optimism,Claimed Fees,NETH,7577.475183051769
optimism,Claimed Fees,NUSD,0.0
optimism,Claimed Fees,OP,207000.0
optimism,Claimed Fees,SUSD,0.0
optimism,Claimed Fees,SYN,0.0
optimism,Claimed Fees,UNIDX,0.0
optimism,Claimed Fees,USDC,0.0
optimism,Claimed Fees,USDC.e,0.0
optimism,Claimed Fees,USDT,0.0
optimism,Claimed Fees,WETH,0.0
optimism,Swap Unclaimed Fees,USDC,14298.446864701998
optimism,Swap Unclaimed Fees,WETH,14510.304045581554
optimism,Swap Unclaimed Fees,nETH,13887.763681684912
optimism,Swap Unclaimed Fees,nUSD,13772.25798542678
optimism,Unclaimed Fees,DAI,0.0
optimism,Unclaimed Fees,ETH,0.0
optimism,Unclaimed Fees,GOHM,1778.4224014188703
optimism,Unclaimed Fees,NETH,120018.37291636848
optimism,Unclaimed Fees,NUSD,124723.67099821764
optimism,Unclaimed Fees,OP,0.0
optimism,Unclaimed Fees,SUSD,0.0
optimism,Unclaimed Fees,SYN,899.1921388627972
optimism,Unclaimed Fees,UNIDX,0.0
optimism,Unclaimed Fees,USDC,0.0
optimism,Unclaimed Fees,USDC.e,0.0
optimism,Unclaimed Fees,USDT,0.0
optimism,Unclaimed Fees,WETH,0.0
polygon,CCTP Unclaimed Fees,USDC,0.0
polygon,Claimed Fees,DAI,15554.468132635206
polygon,Claimed Fees,GOHM,1848.1100639593628
polygon,Claimed Fees,MATIC,0.0
polygon,Claimed Fees,NUSD,91147.47701837284
polygon,Claimed Fees,SYN,562.1885496080761
polygon,Claimed Fees,USDC.e,32832.925195
polygon,Claimed Fees,USDT,19039.760559
polygon,Claimed Fees,WETH,0.0
polygon,Claimed Fees,WMATIC,16363.836865968093
polygon,Swap Unclaimed Fees,DAI,22574.617642608817
polygon,Swap Unclaimed Fees,USDC,57388.98904957112
polygon,Swap Unclaimed Fees,USDLP,0.0
polygon,Swap Unclaimed Fees,USDT,28621.44956954668
polygon,Swap Unclaimed Fees,nUSD,39157.67137249605
polygon,Unclaimed Fees,DAI,0.0
polygon,Unclaimed Fees,GOHM,2669.561873059497
polygon,Unclaimed Fees,MATIC,0.0
polygon,Unclaimed Fees,NUSD,96977.75264820896
polygon,Unclaimed Fees,SYN,748.5130909254094
polygon,Unclaimed Fees,USDC.e,0.0
polygon,Unclaimed Fees,USDT,0.0
polygon,Unclaimed Fees,WETH,0.0
polygon,Unclaimed Fees,WMATIC,340.66221119700003
