Chain,Type,Token Symbol,Value
bsc,Claimed Fees,NUSD,0.0
bsc,Claimed Fees,SYN,230.4977430292373
bsc,Claimed Fees,USDC,71255.99712264424
bsc,Claimed Fees,USDT,63897.08268398108
bsc,Swap Unclaimed Fees,USDLP,0.0
bsc,Swap Unclaimed Fees,nUSD,0.0
bsc,Unclaimed Fees,BSC-USD,0.0
bsc,Unclaimed Fees,BUSD,35.975678109796874
bsc,Unclaimed Fees,HIGH,1571.7068982486396
bsc,Unclaimed Fees,NUSD,110089.71064003336
bsc,Unclaimed Fees,SYN,3310.8493984551897
bsc,Unclaimed Fees,USDC,0.0
bsc,Unclaimed Fees,USDT,0.0
canto,Claimed Fees,ETH,0.0
canto,Claimed Fees,NETH,0.0
canto,Claimed Fees,NOTE,0.0
canto,Claimed Fees,NUSD,0.0
canto,Claimed Fees,USDC,0.0
canto,Claimed Fees,USDT,0.0
canto,Unclaimed Fees,ETH,0.0
canto,Unclaimed Fees,NETH,9167.81516057419
canto,Unclaimed Fees,NOTE,0.0
canto,Unclaimed Fees,NUSD,111424.32554373004
canto,Unclaimed Fees,USDC,0.0
canto,Unclaimed Fees,USDT,0.0
cronos,Claimed Fees,NUSD,0.0
cronos,Claimed Fees,USDC,0.0
cronos,Swap Unclaimed Fees,USDC,1263.781921
cronos,Swap Unclaimed Fees,nUSD,1270.286778981323
cronos,Unclaimed Fees,NUSD,22761.372991827157
cronos,Unclaimed Fees,USDC,0.0
dogechain,Claimed Fees,DAI,0.0
dogechain,Claimed Fees,FRAX,0.0
dogechain,Claimed Fees,USDC,0.0
dogechain,Claimed Fees,USDT,0.0
dogechain,Claimed Fees,WBTC,0.0
dogechain,Claimed Fees,WETH,0.0
dogechain,Unclaimed Fees,DAI,455.58465962112393
dogechain,Unclaimed Fees,FRAX,14.0
dogechain,Unclaimed Fees,USDC,2319.13964
dogechain,Unclaimed Fees,USDT,845.11973720352
dogechain,Unclaimed Fees,WBTC,102.54875202
dogechain,Unclaimed Fees,WETH,1722.6712939641511
ethereum,Claimed Fees,DAI,14392.686915752683
ethereum,Claimed Fees,ETH,0.0
ethereum,Claimed Fees,FRAX,26526.60748686553
ethereum,Claimed Fees,GOHM,51672.06735223718
ethereum,Claimed Fees,HIGH,3881.3628837854494
ethereum,Claimed Fees,LINK,20.192
ethereum,Claimed Fees,NUSD,1234180.7497778938
ethereum,Claimed Fees,SYN,24672.15173188657
ethereum,Claimed Fees,SYN-ETH Sushi LP,1824552.117904952
ethereum,Claimed Fees,UNIDX,0.0
ethereum,Claimed Fees,USDC,51524.32383
ethereum,Claimed Fees,USDT,6771.8647832472
ethereum,Claimed Fees,WBTC,3406.72797465
ethereum,Claimed Fees,WETH,122893.62625682664
ethereum,Unclaimed Fees,DAI,0.0
ethereum,Unclaimed Fees,ETH,0.0
ethereum,Unclaimed Fees,FRAX,0.0
ethereum,Unclaimed Fees,GOHM,314.9572724994679
ethereum,Unclaimed Fees,HIGH,14.76
ethereum,Unclaimed Fees,LINK,0.0
ethereum,Unclaimed Fees,NUSD,3711.911779475965
ethereum,Unclaimed Fees,SYN,41.43972
ethereum,Unclaimed Fees,SYN-ETH Sushi LP,0.0
ethereum,Unclaimed Fees,UNIDX,0.0
ethereum,Unclaimed Fees,USDC,30.0
ethereum,Unclaimed Fees,USDT,0.0
ethereum,Unclaimed Fees,WBTC,0.0
ethereum,Unclaimed Fees,WETH,3940.705464928732
fantom,Claimed Fees,FTM,0.0
fantom,Claimed Fees,GOHM,0.0
fantom,Claimed Fees,NETH,81458.09176682496
fantom,Claimed Fees,NUSD,25123.743728902864
fantom,Claimed Fees,SYN,1258.7641255744238
fantom,Claimed Fees,UNIDX,0.0
fantom,Claimed Fees,WFTM,380.0501772459768
fantom,Unclaimed Fees,FTM,0.0
fantom,Unclaimed Fees,GOHM,6675.241568646177
fantom,Unclaimed Fees,NETH,15755.202678726708
fantom,Unclaimed Fees,NUSD,208253.0253350889
fantom,Unclaimed Fees,SYN,8417.172106766831
fantom,Unclaimed Fees,UNIDX,0.0
fantom,Unclaimed Fees,WFTM,46.67951762243
metis,Claimed Fees,METIS,13572.0
metis,Claimed Fees,NETH,0.0
metis,Claimed Fees,NUSD,0.0065383467638898
metis,Claimed Fees,SYN,1957.216132221115
metis,Claimed Fees,WETH,0.0
metis,Claimed Fees,m.USDC,1342040.806754
metis,Swap Unclaimed Fees,WETH,3460.004618745684
metis,Swap Unclaimed Fees,mUSDC,28321.784024
metis,Swap Unclaimed Fees,nETH,3303.0149649417253
metis,Swap Unclaimed Fees,nUSD,28172.88767375454
metis,Unclaimed Fees,METIS,0.0
metis,Unclaimed Fees,NETH,22235.41279979263
metis,Unclaimed Fees,NUSD,114169.02332487617
metis,Unclaimed Fees,SYN,323.1967907745272
metis,Unclaimed Fees,WETH,0.0
metis,Unclaimed Fees,m.USDC,0.0
moonbeam,Claimed Fees,MOVR,0.0
moonbeam,Claimed Fees,WETH,0.0
moonbeam,Unclaimed Fees,MOVR,107.17779376482488
moonbeam,Unclaimed Fees,WETH,11.60172
moonriver,Claimed Fees,MOVR,0.0
moonriver,Claimed Fees,USDC,0.0
moonriver,Claimed Fees,WETH,0.0
moonriver,Unclaimed Fees,MOVR,110.76338406206304
moonriver,Unclaimed Fees,USDC,0.0
moonriver,Unclaimed Fees,WETH,0.0
optimism,CCTP Unclaimed Fees,USDC,0.0
optimism,Claimed Fees,DAI,0.0
optimism,Claimed Fees,ETH,0.0
optimism,Claimed Fees,GOHM,0.0
optimism,Claimed Fees,NETH,7841.057873432031
optimism,Claimed Fees,NUSD,0.0
optimism,Claimed Fees,OP,201000.0
optimism,Claimed Fees,SUSD,0.0
optimism,Claimed Fees,SYN,0.0
optimism,Claimed Fees,UNIDX,0.0
optimism,Claimed Fees,USDC,0.0
optimism,Claimed Fees,USDC.e,0.0
optimism,Claimed Fees,USDT,0.0
optimism,Claimed Fees,WETH,0.0
optimism,Swap Unclaimed Fees,USDC,15099.228532388
optimism,Swap Unclaimed Fees,WETH,14818.513575468123
optimism,Swap Unclaimed Fees,nETH,14168.393310084415
optimism,Swap Unclaimed Fees,nUSD,14460.971430559492
optimism,Unclaimed Fees,DAI,0.0
optimism,Unclaimed Fees,ETH,0.0
optimism,Unclaimed Fees,GOHM,1832.392155693817
optimism,Unclaimed Fees,NETH,126936.71558204728
optimism,Unclaimed Fees,NUSD,129361.07817603192
optimism,Unclaimed Fees,OP,0.0
optimism,Unclaimed Fees,SUSD,0.0
optimism,Unclaimed Fees,SYN,1048.642003483306
optimism,Unclaimed Fees,UNIDX,0.0
optimism,Unclaimed Fees,USDC,0.0
optimism,Unclaimed Fees,USDC.e,0.0
optimism,Unclaimed Fees,USDT,0.0
optimism,Unclaimed Fees,WETH,0.0
polygon,CCTP Unclaimed Fees,USDC,0.0
polygon,Claimed Fees,DAI,15547.451951934656
polygon,Claimed Fees,GOHM,1895.264235491892
polygon,Claimed Fees,MATIC,0.0
polygon,Claimed Fees,NUSD,91147.47701837284
polygon,Claimed Fees,SYN,651.3087459333916
polygon,Claimed Fees,USDC.e,32832.925195
polygon,Claimed Fees,USDT,19036.71419731056
polygon,Claimed Fees,WETH,0.0
polygon,Claimed Fees,WMATIC,12176.224407411655
polygon,Swap Unclaimed Fees,DAI,23816.14598446939
polygon,Swap Unclaimed Fees,USDC,59850.510054
polygon,Swap Unclaimed Fees,USDLP,0.0
polygon,Swap Unclaimed Fees,USDT,30430.912474
polygon,Swap Unclaimed Fees,nUSD,39873.62176151702
polygon,Unclaimed Fees,DAI,0.0
polygon,Unclaimed Fees,GOHM,2774.718446858418
polygon,Unclaimed Fees,MATIC,0.0
polygon,Unclaimed Fees,NUSD,104484.17876597973
polygon,Unclaimed Fees,SYN,888.9979703955315
polygon,Unclaimed Fees,USDC.e,0.0
polygon,Unclaimed Fees,USDT,0.0
polygon,Unclaimed Fees,WETH,0.0
polygon,Unclaimed Fees,WMATIC,264.757555059
