Chain,Type,Token Symbol,Value
boba,Claimed Fees,NETH,20928.243429811697
boba,Claimed Fees,NUSD,0.0
boba,Claimed Fees,USDC,0.0
boba,Claimed Fees,USDT,0.0
boba,Claimed Fees,WETH,0.0
boba,Swap Unclaimed Fees,DAI,5293.116181844646
boba,Swap Unclaimed Fees,USDC,15199.977280295809
boba,Swap Unclaimed Fees,USDT,5943.98373370458
boba,Swap Unclaimed Fees,WETH,6782.595858317099
boba,Swap Unclaimed Fees,nETH,6989.053185598153
boba,Swap Unclaimed Fees,nUSD,17132.14732734489
boba,Unclaimed Fees,DAI,0.0
boba,Unclaimed Fees,ETH,0.0
boba,Unclaimed Fees,NETH,9388.761999088658
boba,Unclaimed Fees,NUSD,121790.29975086538
boba,Unclaimed Fees,USDC,0.0
boba,Unclaimed Fees,USDT,0.0
boba,Unclaimed Fees,WETH,0.0
bsc,Claimed Fees,BSC-USD,63907.3078532376
bsc,Claimed Fees,BUSD,0.0
bsc,Claimed Fees,HIGH,1871.172426547332
bsc,Claimed Fees,NUSD,455331.1431984024
bsc,Claimed Fees,SYN,163.99005132420135
bsc,Claimed Fees,USDC,71291.76964788382
bsc,Claimed Fees,USDT,63907.3078532376
bsc,Unclaimed Fees,BSC-USD,0.0
bsc,Unclaimed Fees,BUSD,0.0
bsc,Unclaimed Fees,HIGH,1103.667297974635
bsc,Unclaimed Fees,NUSD,368468.9475031559
bsc,Unclaimed Fees,SYN,1520.246788639418
bsc,Unclaimed Fees,USDC,0.0
bsc,Unclaimed Fees,USDT,0.0
canto,Claimed Fees,ETH,0.0
canto,Claimed Fees,NETH,0.0
canto,Claimed Fees,NOTE,0.0
canto,Claimed Fees,NUSD,0.0
canto,Claimed Fees,USDC,0.0
canto,Claimed Fees,USDT,0.0
canto,Unclaimed Fees,ETH,0.0
canto,Unclaimed Fees,NETH,0.0
canto,Unclaimed Fees,NOTE,0.0
canto,Unclaimed Fees,NUSD,0.0
canto,Unclaimed Fees,USDC,0.0
canto,Unclaimed Fees,USDT,0.0
cronos,Claimed Fees,NUSD,0.0
cronos,Claimed Fees,USDC,0.0
cronos,Swap Unclaimed Fees,USDC,1154.900398163512
cronos,Swap Unclaimed Fees,nUSD,1161.588884684308
cronos,Unclaimed Fees,NUSD,18723.99364961548
cronos,Unclaimed Fees,USDC,0.0
dogechain,Claimed Fees,DAI,0.0
dogechain,Claimed Fees,FRAX,0.0
dogechain,Claimed Fees,USDC,0.0
dogechain,Claimed Fees,USDT,0.0
dogechain,Claimed Fees,WBTC,0.0
dogechain,Claimed Fees,WETH,0.0
dogechain,Unclaimed Fees,DAI,456.1183986259068
dogechain,Unclaimed Fees,FRAX,13.99130144732704
dogechain,Unclaimed Fees,USDC,2297.565564103913
dogechain,Unclaimed Fees,USDT,838.24155
dogechain,Unclaimed Fees,WBTC,55.67136604218081
dogechain,Unclaimed Fees,WETH,1036.1614940871746
ethereum,Claimed Fees,DAI,11460.473400968664
ethereum,Claimed Fees,ETH,0.0
ethereum,Claimed Fees,FRAX,8900.303326181229
ethereum,Claimed Fees,GOHM,26558.8743674535
ethereum,Claimed Fees,HIGH,2757.0851158178025
ethereum,Claimed Fees,LINK,8.911638446996928
ethereum,Claimed Fees,NUSD,50078.81281884656
ethereum,Claimed Fees,SYN,483192.5550515887
ethereum,Claimed Fees,SYN-ETH Sushi LP,1082802.8651614948
ethereum,Claimed Fees,UNIDX,0.0
ethereum,Claimed Fees,USDC,36418.71680344351
ethereum,Claimed Fees,USDT,29599.428833
ethereum,Claimed Fees,WBTC,1543.0908539753204
ethereum,Claimed Fees,WETH,983.6796221798412
ethereum,Swap Unclaimed Fees,DAI,0.0
ethereum,Unclaimed Fees,DAI,875.637917258422
ethereum,Unclaimed Fees,ETH,0.0
ethereum,Unclaimed Fees,FRAX,0.0
ethereum,Unclaimed Fees,GOHM,3787.619993014663
ethereum,Unclaimed Fees,HIGH,3.539739614727462
ethereum,Unclaimed Fees,LINK,0.0
ethereum,Unclaimed Fees,NUSD,47577.437704698816
ethereum,Unclaimed Fees,SYN,1323.8267308576858
ethereum,Unclaimed Fees,SYN-ETH Sushi LP,0.0
ethereum,Unclaimed Fees,UNIDX,0.0
ethereum,Unclaimed Fees,USDC,2272.191979238657
ethereum,Unclaimed Fees,USDT,1866.605428
ethereum,Unclaimed Fees,WBTC,74.36011057796681
ethereum,Unclaimed Fees,WETH,16593.195145040634
fantom,Claimed Fees,FTM,0.0
fantom,Claimed Fees,GOHM,0.0
fantom,Claimed Fees,NETH,49037.817213931696
fantom,Claimed Fees,NUSD,0.0
fantom,Claimed Fees,SYN,895.5610187117079
fantom,Claimed Fees,UNIDX,0.0
fantom,Claimed Fees,WFTM,247.90752294727116
fantom,Unclaimed Fees,FTM,0.0
fantom,Unclaimed Fees,GOHM,5401.972658014624
fantom,Unclaimed Fees,NETH,7901.969775604435
fantom,Unclaimed Fees,NUSD,176900.605129429
fantom,Unclaimed Fees,SYN,5744.654517453322
fantom,Unclaimed Fees,UNIDX,0.0
fantom,Unclaimed Fees,WFTM,20.485819389217543
metis,Claimed Fees,METIS,5937.194322228214
metis,Claimed Fees,NETH,0.0
metis,Claimed Fees,NUSD,37630.88609720907
metis,Claimed Fees,SYN,1392.482068402653
metis,Claimed Fees,WETH,0.0
metis,Claimed Fees,m.USDC,0.0
metis,Swap Unclaimed Fees,WETH,2863.219795019329
metis,Swap Unclaimed Fees,mUSDC,25202.589132439265
metis,Swap Unclaimed Fees,nETH,2704.3542954565187
metis,Swap Unclaimed Fees,nUSD,25092.894651348903
metis,Unclaimed Fees,METIS,0.0
metis,Unclaimed Fees,NETH,10885.734875059909
metis,Unclaimed Fees,NUSD,94126.9708148045
metis,Unclaimed Fees,SYN,138.38998486544529
metis,Unclaimed Fees,WETH,0.0
metis,Unclaimed Fees,m.USDC,0.0
moonbeam,Claimed Fees,MOVR,0.0
moonbeam,Claimed Fees,WETH,0.0
moonbeam,Unclaimed Fees,MOVR,112.09170397792698
moonbeam,Unclaimed Fees,WETH,0.0
moonriver,Claimed Fees,MOVR,0.0
moonriver,Claimed Fees,USDC,0.0
moonriver,Claimed Fees,WETH,0.0
moonriver,Unclaimed Fees,MOVR,113.83575964447228
moonriver,Unclaimed Fees,USDC,0.0
moonriver,Unclaimed Fees,WETH,0.0
optimism,CCTP Unclaimed Fees,USDC,0.0
optimism,Claimed Fees,DAI,0.0
optimism,Claimed Fees,ETH,0.0
optimism,Claimed Fees,GOHM,0.0
optimism,Claimed Fees,NETH,4854.158758066068
optimism,Claimed Fees,NUSD,0.0
optimism,Claimed Fees,OP,0.0
optimism,Claimed Fees,SUSD,0.0
optimism,Claimed Fees,SYN,0.0
optimism,Claimed Fees,UNIDX,0.0
optimism,Claimed Fees,USDC,0.0
optimism,Claimed Fees,USDC.e,0.0
optimism,Claimed Fees,USDT,0.0
optimism,Claimed Fees,WETH,0.0
optimism,Swap Unclaimed Fees,USDC,7919.034207083999
optimism,Swap Unclaimed Fees,WETH,11819.535946167089
optimism,Swap Unclaimed Fees,nETH,11300.691785013349
optimism,Swap Unclaimed Fees,nUSD,7088.067123780516
optimism,Unclaimed Fees,DAI,0.0
optimism,Unclaimed Fees,ETH,0.0
optimism,Unclaimed Fees,GOHM,1530.3300254134317
optimism,Unclaimed Fees,NETH,61633.04508912424
optimism,Unclaimed Fees,NUSD,80188.54851904436
optimism,Unclaimed Fees,OP,0.0
optimism,Unclaimed Fees,SUSD,0.0
optimism,Unclaimed Fees,SYN,539.6883356403968
optimism,Unclaimed Fees,UNIDX,0.0
optimism,Unclaimed Fees,USDC,0.0
optimism,Unclaimed Fees,USDC.e,0.0
optimism,Unclaimed Fees,USDT,0.0
optimism,Unclaimed Fees,WETH,0.0
polygon,CCTP Unclaimed Fees,USDC,0.0
polygon,Claimed Fees,DAI,15572.4986280497
polygon,Claimed Fees,GOHM,1644.5390810547967
polygon,Claimed Fees,MATIC,0.0
polygon,Claimed Fees,NUSD,91193.23562892951
polygon,Claimed Fees,SYN,463.3804794347602
polygon,Claimed Fees,USDC.e,32849.40825176231
polygon,Claimed Fees,USDT,19039.760559
polygon,Claimed Fees,WETH,0.0
polygon,Claimed Fees,WMATIC,13930.995662827669
polygon,Swap Unclaimed Fees,DAI,17779.261105919035
polygon,Swap Unclaimed Fees,USDC,45389.594584433005
polygon,Swap Unclaimed Fees,USDLP,0.0
polygon,Swap Unclaimed Fees,USDT,21872.90423507968
polygon,Swap Unclaimed Fees,nUSD,32845.10237747917
polygon,Unclaimed Fees,DAI,0.0
polygon,Unclaimed Fees,GOHM,2319.8307815433427
polygon,Unclaimed Fees,MATIC,0.0
polygon,Unclaimed Fees,NUSD,32134.46735539109
polygon,Unclaimed Fees,SYN,473.2761504114884
polygon,Unclaimed Fees,USDC.e,0.0
polygon,Unclaimed Fees,USDT,0.0
polygon,Unclaimed Fees,WETH,0.0
polygon,Unclaimed Fees,WMATIC,140.53712618299903
