Chain,Type,Token Symbol,Value
canto,Claimed Fees,NUSD,0.0
canto,Claimed Fees,USDC,0.0
canto,Claimed Fees,USDT,0.0
canto,Unclaimed Fees,ETH,0.0
canto,Unclaimed Fees,NETH,0.0
canto,Unclaimed Fees,NOTE,0.0
canto,Unclaimed Fees,NUSD,113847.75412879822
canto,Unclaimed Fees,USDC,0.0
canto,Unclaimed Fees,USDT,0.0
cronos,Claimed Fees,NUSD,0.0
cronos,Claimed Fees,USDC,0.0
cronos,Swap Unclaimed Fees,USDC,1276.510236
cronos,Swap Unclaimed Fees,nUSD,1283.0382229328354
cronos,Unclaimed Fees,NUSD,23349.52127411315
cronos,Unclaimed Fees,USDC,0.0
dogechain,Claimed Fees,DAI,0.0
dogechain,Claimed Fees,FRAX,0.0
dogechain,Claimed Fees,USDC,0.0
dogechain,Claimed Fees,USDT,0.0
dogechain,Claimed Fees,WBTC,0.0
dogechain,Claimed Fees,WETH,0.0
dogechain,Unclaimed Fees,DAI,455.8627358900168
dogechain,Unclaimed Fees,FRAX,13.962564
dogechain,Unclaimed Fees,USDC,2317.64843321148
dogechain,Unclaimed Fees,USDT,845.254978
dogechain,Unclaimed Fees,WBTC,98.36721126
dogechain,Unclaimed Fees,WETH,1653.2073044733254
ethereum,Claimed Fees,DAI,14401.471813558954
ethereum,Claimed Fees,ETH,0.0
ethereum,Claimed Fees,FRAX,26455.675338445653
ethereum,Claimed Fees,GOHM,51203.96934459529
ethereum,Claimed Fees,HIGH,3723.583904769781
ethereum,Claimed Fees,LINK,24.064
ethereum,Claimed Fees,NUSD,933580.0715557866
ethereum,Claimed Fees,SYN,21541.50601302688
ethereum,Claimed Fees,SYN-ETH Sushi LP,1679494.3474768193
ethereum,Claimed Fees,UNIDX,0.0
ethereum,Claimed Fees,USDC,51491.19368977731
ethereum,Claimed Fees,USDT,6772.948455
ethereum,Claimed Fees,WBTC,3267.81480795
ethereum,Claimed Fees,WETH,117929.24796795876
ethereum,Unclaimed Fees,DAI,60.0
ethereum,Unclaimed Fees,ETH,0.0
ethereum,Unclaimed Fees,FRAX,99.7326
ethereum,Unclaimed Fees,GOHM,2356.8142124560795
ethereum,Unclaimed Fees,HIGH,33.04
ethereum,Unclaimed Fees,LINK,6.016
ethereum,Unclaimed Fees,NUSD,72289.30816364432
ethereum,Unclaimed Fees,SYN,1411.07616
ethereum,Unclaimed Fees,SYN-ETH Sushi LP,0.0
ethereum,Unclaimed Fees,UNIDX,23.28
ethereum,Unclaimed Fees,USDC,209.86497
ethereum,Unclaimed Fees,USDT,60.0
ethereum,Unclaimed Fees,WBTC,87.651
ethereum,Unclaimed Fees,WETH,82447.96218280421
fantom,Claimed Fees,FTM,0.0
fantom,Claimed Fees,GOHM,0.0
fantom,Claimed Fees,NETH,78167.53232499736
fantom,Claimed Fees,NUSD,25107.58916168518
fantom,Claimed Fees,SYN,1099.0397300856157
fantom,Claimed Fees,UNIDX,0.0
fantom,Claimed Fees,WFTM,292.4008391922337
fantom,Unclaimed Fees,FTM,0.0
fantom,Unclaimed Fees,GOHM,6721.76894659037
fantom,Unclaimed Fees,NETH,15233.27921891542
fantom,Unclaimed Fees,NUSD,208238.6642574867
fantom,Unclaimed Fees,SYN,7367.209091230734
fantom,Unclaimed Fees,UNIDX,0.776
fantom,Unclaimed Fees,WFTM,38.73438120845
metis,Claimed Fees,METIS,10570.02
metis,Claimed Fees,NETH,0.0
metis,Claimed Fees,NUSD,0.0065341426069206
metis,Claimed Fees,SYN,1708.8652639301215
metis,Claimed Fees,WETH,0.0
metis,Claimed Fees,m.USDC,1341177.8745152573
metis,Swap Unclaimed Fees,WETH,3563.279541770753
metis,Swap Unclaimed Fees,mUSDC,28595.03026
metis,Swap Unclaimed Fees,nETH,3397.1449972562
metis,Swap Unclaimed Fees,nUSD,28484.54721598171
metis,Unclaimed Fees,METIS,0.0
metis,Unclaimed Fees,NETH,22047.12611202828
metis,Unclaimed Fees,NUSD,115984.9642383156
metis,Unclaimed Fees,SYN,289.42268534054926
metis,Unclaimed Fees,WETH,0.0
metis,Unclaimed Fees,m.USDC,0.0
moonbeam,Claimed Fees,MOVR,0.0
moonbeam,Claimed Fees,WETH,0.0
moonbeam,Unclaimed Fees,MOVR,94.9755178273054
moonbeam,Unclaimed Fees,WETH,45.459995
moonriver,Claimed Fees,MOVR,0.0
moonriver,Claimed Fees,USDC,0.0
moonriver,Claimed Fees,WETH,0.0
moonriver,Unclaimed Fees,MOVR,97.32259245576692
moonriver,Unclaimed Fees,USDC,0.0
moonriver,Unclaimed Fees,WETH,0.0
optimism,CCTP Unclaimed Fees,USDC,0.0
optimism,Claimed Fees,DAI,0.0
optimism,Claimed Fees,ETH,0.0
optimism,Claimed Fees,GOHM,0.0
optimism,Claimed Fees,NETH,7524.312581961227
optimism,Claimed Fees,NUSD,0.0
optimism,Claimed Fees,OP,243000.00000000003
optimism,Claimed Fees,SUSD,0.0
optimism,Claimed Fees,SYN,0.0
optimism,Claimed Fees,UNIDX,0.0
optimism,Claimed Fees,USDC,0.0
optimism,Claimed Fees,USDC.e,0.0
optimism,Claimed Fees,USDT,0.0
optimism,Claimed Fees,WETH,0.0
optimism,Swap Unclaimed Fees,USDC,15970.371041
optimism,Swap Unclaimed Fees,WETH,15608.665673481675
optimism,Swap Unclaimed Fees,nETH,14926.239808788732
optimism,Swap Unclaimed Fees,nUSD,15334.11122030471
optimism,Unclaimed Fees,DAI,0.0
optimism,Unclaimed Fees,ETH,0.0
optimism,Unclaimed Fees,GOHM,1815.792488576729
optimism,Unclaimed Fees,NETH,127385.14670780384
optimism,Unclaimed Fees,NUSD,134394.0675949982
optimism,Unclaimed Fees,OP,0.0
optimism,Unclaimed Fees,SUSD,0.0
optimism,Unclaimed Fees,SYN,939.700933284352
optimism,Unclaimed Fees,UNIDX,840.6472406132712
optimism,Unclaimed Fees,USDC,0.0
optimism,Unclaimed Fees,USDC.e,0.0
optimism,Unclaimed Fees,USDT,0.0
optimism,Unclaimed Fees,WETH,0.0
polygon,CCTP Unclaimed Fees,USDC,0.0
polygon,Claimed Fees,DAI,15556.941686363338
polygon,Claimed Fees,GOHM,1878.09500929196
polygon,Claimed Fees,MATIC,0.0
polygon,Claimed Fees,NUSD,91088.86919065005
polygon,Claimed Fees,SYN,568.6642745767649
polygon,Claimed Fees,USDC.e,32811.81362409962
polygon,Claimed Fees,USDT,19039.760559
polygon,Claimed Fees,WETH,0.0
polygon,Claimed Fees,WMATIC,12598.918804433331
polygon,Swap Unclaimed Fees,DAI,24555.7614166169
polygon,Swap Unclaimed Fees,USDC,61291.768018
polygon,Swap Unclaimed Fees,USDLP,0.0
polygon,Swap Unclaimed Fees,USDT,31236.486841
polygon,Swap Unclaimed Fees,nUSD,40638.20027712722
polygon,Unclaimed Fees,DAI,0.0
polygon,Unclaimed Fees,GOHM,2769.0441799772607
polygon,Unclaimed Fees,MATIC,0.0
polygon,Unclaimed Fees,NUSD,111545.23008195998
polygon,Unclaimed Fees,SYN,814.2243763180217
polygon,Unclaimed Fees,USDC.e,0.0
polygon,Unclaimed Fees,USDT,0.0
polygon,Unclaimed Fees,WETH,0.0
polygon,Unclaimed Fees,WMATIC,290.415879279
